,,,Substation_1,Substation_2,,Maximum Current Imax (A),,,,,,,Dynamic line rating (DLR),,Electrical Parameters,,,,
NE_name,EIC_Code,TSO,Full_name,Full_name,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment
LIT 225kV N0 1 PRATCLAUX-SANSSAC (L'EGLISE),17T0000000282971,RTE,PRATCLAUX,SANSSAC (L'EGLISE),220,639.00,717.00,717.00,860.00,,,,,,1.34,6.03,41.36,14.69,
LIT 400kV N0 1 PRAZ-ST-ANDRE - PIQUAGE A LA PRAZ-ST-ANDRE,17T000000935461Y,RTE,PRAZ-ST-ANDRE,PIQUAGE A LA PRAZ-ST-ANDRE,380,1500.00,1705.00,1705.00,1800.00,,,,,,0.00,0.06,0.71,0.17,
LIT 400kV N0 1 PRAZ-ST-ANDRE - SUPER-BISSORTE,17T0000000276297,RTE,PRAZ-ST-ANDRE,SUPER-BISSORTE,380,1300.00,1300.00,1300.00,1300.00,,,,,,0.04,0.22,28.34,1.00,
LIT 400kV N0 2 PRAZ-ST-ANDRE - PIQUAGE A LA PRAZ-ST-ANDRE,17T000000935461Y,RTE,PRAZ-ST-ANDRE,PIQUAGE A LA PRAZ-ST-ANDRE,380,2585.00,2633.00,2633.00,2715.00,,,,,,0.00,0.05,0.61,0.14,
LIT 225kV N0 1 PRAZ-ST-ANDRE-SAUSSAZ II (LA),17T0000000276289,RTE,PRAZ-ST-ANDRE,SAUSSAZ II (LA),220,966.00,1076.00,1076.00,1168.00,,,,,,0.68,3.98,28.00,9.85,
LIT 225kV N0 1 PREGUILLAC - SAINTES,17T000000028328G,RTE,PREGUILLAC,SAINTES,220,1180.00,1310.00,1310.00,1390.00,,,,,,0.67,4.49,51.05,11.33,
LIT 225kV N0 1 PRELES (LES)-SEREIN,17T000000028332P,RTE,PRELES (LES),SEREIN,220,1100.00,1187.00,1187.00,1302.00,,,,,,0.84,5.61,40.56,13.94,
LIT 225kV N0 2 PRELES (LES)-SEREIN,17T000000028333N,RTE,PRELES (LES),SEREIN,220,843.00,909.00,909.00,996.00,,,,,,1.27,5.73,39.92,14.14,
LIT 225kV N0 2 PRIMEVERES - SAUSSET,17T000000028339B,RTE,PRIMEVERES,SAUSSET,220,1172.00,1285.00,1285.00,1388.00,,,,,,0.47,3.13,22.44,7.79,
LIT 400kV N0 1 PRIONNET - T.SUP / PRION - TAVEL,17T000000028362G,RTE,PRIONNET,T.SUP / PRION - TAVEL,380,3592.00,3886.00,3886.00,4094.00,,,,,,0.01,0.19,2.48,0.64,
LIT 225kV N0 1 PUSY-ROLAMPONT,17T000000028408I,RTE,PUSY,ROLAMPONT,220,827.00,891.00,891.00,976.00,,,,,,6.72,30.54,205.83,74.10,
LIT 225kV N0 1 PYMONT-VOUGLANS,17T000000028421Q,RTE,PYMONT,VOUGLANS,220,704.00,866.00,866.00,990.00,,,,,,2.28,14.65,108.09,37.47,
LIT 225KV N0 1 QUATRE SEIGNEURS - SAUMAD,17T000000028442I,RTE,QUATRE-SEIGNEURS,SAUMADE,220,1100.00,1100.00,1300.00,1300.00,,,,,,0.09,1.15,700.83,7.80,
LIT 225kV N0 1 QUATRE SEIGNEURS - TAMAREAU,17T000000028443G,RTE,QUATRE-SEIGNEURS,TAMAREAU,220,855.00,855.00,1040.00,1040.00,,,,,,0.68,4.55,59.89,11.66,
LIT 225kV N0 1 QUINTES (LES)-ST-CALAIS,17T0000000284559,RTE,QUINTES (LES),ST-CALAIS,220,1249.00,1316.00,1316.00,1389.00,,,,,,2.35,15.74,112.46,39.24,
LIT 225kV N0 1 RAIE-TORTUE - VILLEJUST,17T000000028486Z,RTE,RAIE-TORTUE,VILLEJUST,220,1040.00,1285.00,1285.00,1388.00,,,,,,0.48,4.65,63.04,15.92,
LIT 225kV N0 2 RAIE-TORTUE-VILLEJUST,17T000000028487X,RTE,RAIE-TORTUE,VILLEJUST,220,1172.00,1285.00,1285.00,1388.00,,,,,,0.45,4.38,59.99,15.22,
LIT 225kV N0 1 RASSUEN-ROQUEROUSSE,17T000000028532H,RTE,RASSUEN,ROQUEROUSSE,220,1062.00,1160.00,1160.00,1238.00,,,,,,1.76,12.06,89.09,30.19,
LIT 400kV N0 1 REALTOR - TAVEL,17T0000000285377,RTE,REALTOR,TAVEL,380,2128.00,2326.00,2326.00,2482.00,,,,,,2.74,27.72,343.70,91.95,
LIT 400kV N0 2 REALTOR - TAVEL,17T0000000285385,RTE,REALTOR,TAVEL,380,2128.00,2326.00,2326.00,2482.00,,,,,,2.73,27.72,343.57,91.95,
LIT 225kV N0 1 REALTOR-SEPTEMES,17T000000028535B,RTE,REALTOR,SEPTEMES,220,1062.00,1160.00,1160.00,1238.00,,,,,,0.41,2.77,19.81,6.97,
LIT 225kV N0 3 REALTOR - SEPTEMES,17T0000000285369,RTE,REALTOR,SEPTEMES,220,1062.00,1160.00,1160.00,1238.00,,,,,,0.38,2.56,24.65,7.11,
LIT 400kV N0 1 REMISE - TERRIER,17T0000000285814,RTE,REMISE,TERRIER,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.58,7.57,124.90,28.71,
LIT 400kV N0 2 REMISE - TERRIER,17T000000028602M,RTE,REMISE,TERRIER,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.58,7.57,125.29,28.73,
LIT 400kV N0 1 REVIGNY - VIGY,17T-FR-000000341,RTE,REVIGNY,VIGY,380,2196.00,2422.00,2422.00,2596.00,,,,,,3.89,41.12,457.09,127.79,
LIT 225kV N0 1 RICHEMONT-SAINT HUBERT,17T0000000286551,RTE,RICHEMONT,SAINT HUBERT,220,413.00,714.00,714.00,899.00,,,,,,0.25,1.50,10.76,3.77,
LIT 225kV N0 1 RIVENEUVE-TARASCON,17T000000028688N,RTE,RIVENEUVE,TARASCON,220,716.00,807.00,807.00,887.00,,,,,,3.29,14.92,99.19,35.58,
LIT 225kV N0 1 RIVIERE (LA) - SANSSAC (L'EGLISE),17T000000028692W,RTE,RIVIERE (LA),SANSSAC (L'EGLISE),220,900.00,900.00,1100.00,1100.00,,,,,,4.19,25.18,778.13,69.45,
LIT 225kV N0 1 RIVIERE (LA)-TREVAS,17T000000028693U,RTE,RIVIERE (LA),TREVAS,220,639.00,717.00,717.00,783.00,,,,,,2.47,11.38,73.97,27.12,
LIT 225kV N0 1 ROGNAC-ROQUEROUSSE,17T0000000287256,RTE,ROGNAC,ROQUEROUSSE,220,1062.00,1160.00,1160.00,1238.00,,,,,,1.49,10.01,69.74,24.57,
LIT 225kV N0 1 ROGNAC-ST-CHAMAS,17T0000000287264,RTE,ROGNAC,ST-CHAMAS,220,1062.00,1160.00,1160.00,1238.00,,,,,,0.85,5.62,40.93,14.04,
LIT 400kV N0 1 ROM - VALDIVIENNE,17T000000028730D,RTE,ROM,VALDIVIENNE,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.97,12.74,211.48,48.87,
LIT 225kV N0 1 ROMAINVILLE-VILLEVAUDE,17T000000028731B,RTE,ROMAINVILLE,VILLEVAUDE,220,480.00,480.00,782.00,835.00,,,,,,1.39,7.18,369.73,20.20,
LIT 225kV N0 2 ROMAINVILLE-VILLEVAUDE,17T0000000287329,RTE,ROMAINVILLE,VILLEVAUDE,220,480.00,480.00,835.00,835.00,,,,,,1.25,7.00,347.22,19.15,
LIT 225kV N0 1 ROQUEROUSSE-ST-ESTEVE,17T000000028811D,RTE,ROQUEROUSSE,ST-ESTEVE,220,1034.00,1128.00,1128.00,1203.00,,,,,,1.44,9.43,65.78,23.31,
LIT 400kV N0 1 ROUGEMONTIER - TILLEUL,17T000000028766T,RTE,ROUGEMONTIER,TILLEUL,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.19,12.09,149.64,41.17,
LIT 400kV N0 1 ROUGEMONTIER - TOURBE,17T000000028767R,RTE,ROUGEMONTIER,TOURBE,380,3416.00,3622.00,3622.00,3780.00,,,,,,1.75,25.37,316.44,83.23,
LIT 400kV N0 2 ROUGEMONTIER - TOURBE,17T000000028769N,RTE,ROUGEMONTIER,TOURBE,380,3416.00,3622.00,3622.00,3780.00,,,,,,1.74,25.18,314.15,83.03,
LIT 400kV N0 2 ROUGEMONTIER-TILLEUL,17T000000028768P,RTE,ROUGEMONTIER,TILLEUL,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.19,12.09,149.64,41.20,
LIT 225kV N0 1 ROUGEMONTIER-YAINVILLE,17T000000028765V,RTE,ROUGEMONTIER,YAINVILLE,220,757.00,946.00,946.00,1075.00,,,,,,1.62,10.87,76.63,26.89,
LIT 225kV N0 1 ROUSSON-SEREIN,17T000000028778M,RTE,ROUSSON,SEREIN,220,435.00,595.00,595.00,680.00,,,,,,3.82,17.30,119.93,42.58,
LIT 225kV N0 1 RUEYRES-SAVIGNAC,17T0000000288139,RTE,RUEYRES,SAVIGNAC,220,548.00,606.00,606.00,678.00,,,,,,5.11,19.89,125.39,45.79,
LIT 225KV N0 1 SACLAY (PLATEAU) - VILLERAS,17T000000028858O,RTE,SACLAY (PLATEAU),VILLERAS,220,540.00,540.00,540.00,600.00,,,,,,0.17,0.87,322.23,5.10,
LIT 225kV N0 1 SAINNEVILLE-YAINVILLE,17T000000028882R,RTE,SAINNEVILLE,YAINVILLE,220,769.00,872.00,872.00,961.00,,,,,,4.38,19.97,143.35,49.27,
LIT 225kV N0 1 SANILHAC-TUILIERES,17T000000028895I,RTE,SANILHAC,TUILIERES,220,289.00,543.00,543.00,682.00,,,,,,4.22,19.18,131.02,46.67,
LIT 400kV N0 1 SAUSSET - VILLEVAUDE,17T000000028936U,RTE,SAUSSET,VILLEVAUDE,380,2200.00,2300.00,2300.00,2400.00,,,,,,0.35,3.95,38.68,11.48,
LIT 225kV N0 1 SAUSSET-VILLEVAUDE,17T000000028935W,RTE,SAUSSET,VILLEVAUDE,220,750.00,850.00,850.00,895.00,,,,,,0.99,4.45,31.06,11.00,
LIT 225kV N0 1 SAUVETERRE-DE-GUYENNE - PIQUAGE A FONCROSE,,RTE,SAUVETERRE-DE-GUYENNE,PIQUAGE A FONCROSE,220,85.00,85.00,85.00,85.00,,,,,,0.04,0.13,36.08,0.70,No existing EIC code
LIT 400kV N0 1 SEREIN - VIELMOULIN,17T0000000290032,RTE,SEREIN,VIELMOULIN,380,2138.00,2356.00,2356.00,2522.00,,,,,,2.95,33.11,317.63,95.23,
LIT 400kV N0 1 SEREIN - VILLECHETIVE,17T000000029005Z,RTE,SEREIN,VILLECHETIVE,380,2138.00,2356.00,2356.00,2522.00,,,,,,1.12,12.27,125.08,36.40,
LIT 225kV N0 1 SEREIN-TONNERRE,17T0000000290024,RTE,SEREIN,TONNERRE,220,1100.00,1187.00,1187.00,1302.00,,,,,,1.39,9.49,65.59,23.15,
LIT 225kV N0 1 SERRE-PONCON-SISTERON,17T0000000288511,RTE,SERRE-PONCON,SISTERON,220,862.00,928.00,928.00,987.00,,,,,,3.51,16.91,119.67,42.22,
LIT 225kV N0 1 SERRIERES-ST-VULBAS-EST,17T000000029007V,RTE,SERRIERES,ST-VULBAS-EST,220,204.00,397.00,397.00,493.00,,,,,,6.69,21.70,133.78,50.47,
LIT 400kV N0 1 SEUIL - VESLE,17T-FR-00000069J,RTE,SEUIL,VESLE,380,4200.00,4200.00,4200.00,4200.00,,,,,,0.49,8.35,145.66,33.00,
LIT 225kV N0 1 SOLEIL (LE)-VOLVON,17T000000029043R,RTE,SOLEIL (LE),VOLVON,220,1123.00,1211.00,1211.00,1290.00,,,,,,0.90,5.99,43.11,14.95,
LIT 225kV N0 2 SOLEIL (LE)-VOLVON,17T000000029044P,RTE,SOLEIL (LE),VOLVON,220,981.00,1085.00,1085.00,1176.00,,,,,,0.89,5.96,42.86,14.86,
LIT 225kV N0 1 ST-AUBAN-STE-TULLE,17T0000000291004,RTE,ST-AUBAN,STE-TULLE,220,1123.00,1201.00,1201.00,1268.00,,,,,,5.04,18.11,112.99,42.09,
LIT 225kV N0 1 ST-AUBIN-VERSAILLES,17T0000000290966,RTE,ST-AUBIN,VERSAILLES,220,673.00,673.00,826.00,826.00,,,,,,0.41,1.31,634.94,10.82,
LIT 400kV N0 1 ST-AVOLD - VIGY,17T000000029130W,RTE,ST-AVOLD,VIGY,380,1245.00,1245.00,1450.00,1450.00,,,,,,0.68,8.93,164.45,0.28,
LIT 225kV N0 1 ST-AVOLD-VIGY,17T000000029129H,RTE,ST-AVOLD,VIGY,220,1412.00,1412.00,1639.00,1639.00,,,,,,0.72,9.94,148.83,32.83,
LIT 225kV N0 1 ST CESAIRE - ST CHRISTOL,17T000000029164F,RTE,ST-CESAIRE,ST-CHRISTOL,220,597.00,676.00,676.00,724.00,,,,,,3.42,11.74,72.01,27.16,
LIT 225kV N0 1 ST-ELOI - VIGNOL,17T0000000291792,RTE,ST-ELOI,VIGNOL,220,617.00,740.00,740.00,826.00,,,,,,5.40,26.38,177.89,63.89,
LIT 225kV N0 1 ST-ESTEVE-SAINTE-TULLE 1,17T000000029181F,RTE,ST-ESTEVE,STE-TULLE,220,280.00,647.00,647.00,824.00,,,,,,1.99,13.51,100.14,34.37,
LIT 225kV N0 1 ST-JULIEN-VIGY,17T000000029219G,RTE,ST-JULIEN,VIGY,220,1100.00,1187.00,1187.00,1302.00,,,,,,0.43,2.90,20.77,7.20,
LIT 225kV N0 1 ST-ORENS-VERFEIL,17T0000000292578,RTE,ST-ORENS,VERFEIL,220,1080.00,1185.00,1185.00,1289.00,,,,,,1.06,7.08,50.73,17.61,
LIT 400kV N0 1 TAMAREAU - TAVEL,17T0000000293396,RTE,TAMAREAU,TAVEL,380,4400.00,4500.00,4500.00,4500.00,,,,,,2.00,28.29,336.13,91.00,
LIT 400kV N0 2 TAMAREAU - TAVEL,17T000000029340L,RTE,TAMAREAU,TAVEL,380,4400.00,4500.00,4500.00,4500.00,,,,,,2.01,28.50,338.61,91.00,
LIT 400kV N0 1 TAUTE - TERRETTE,17T000000029341J,RTE,TAUTE,TERRETTE,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.28,3.68,61.14,14.00,
LIT 400kV N0 2 TAUTE-TERRETTE,17T000000029362B,RTE,TAUTE,TERRETTE,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.28,3.68,61.14,14.00,
LIT 400kV N0 1 TAVEL - TRICASTIN-POSTE (LE),17T0000000293671,RTE,TAVEL,TRICASTIN-POSTE (LE),380,2212.00,2380.00,2380.00,2498.00,,,,,,1.29,12.51,155.67,41.96,
LIT 400kV N0 2 TAVEL - TRICASTIN-POSTE (LE),17T000000029369Y,RTE,TAVEL,TRICASTIN-POSTE (LE),380,2212.00,2380.00,2380.00,2498.00,,,,,,1.29,12.51,155.67,41.88,
LIT 400kV N0 3 TAVEL - TRICASTIN-POSTE (LE),17T000000029370C,RTE,TAVEL,TRICASTIN-POSTE (LE),380,2334.00,2470.00,2470.00,2596.00,,,,,,1.69,15.39,204.15,51.03,
LIT 400kV N0 4 TAVEL - TRICASTIN-POSTE (LE),17T000000029371A,RTE,TAVEL,TRICASTIN-POSTE (LE),380,3900.00,4050.00,4050.00,4200.00,,,,,,0.59,10.03,174.42,39.05,
LIT 400kV N0 5 TAVEL - TRICASTIN-POSTE (LE),17T0000000293728,RTE,TAVEL,TRICASTIN-POSTE (LE),380,3900.00,4050.00,4050.00,4200.00,,,,,,0.59,10.03,174.26,39.05,
LIT 225kV N0 1 TAVEL - VIRADEL,17T0000000293655,RTE,TAVEL,VIRADEL,220,985.00,985.00,1129.00,1165.00,,,,,,2.89,18.25,173.84,46.49,
LIT 225kV N0 2 TAVEL - VIRADEL,17T0000000293663,RTE,TAVEL,VIRADEL,220,985.00,985.00,1129.00,1165.00,,,,,,2.91,18.35,197.42,46.83,
LIT 400kV N0 1 TERRETTE - TOURBE,17T000000029377Z,RTE,TERRETTE,TOURBE,380,3416.00,3622.00,3622.00,3780.00,,,,,,1.47,21.29,265.35,69.80,
LIT 400kV N0 2 TERRETTE - TOURBE,17T000000029378X,RTE,TERRETTE,TOURBE,380,3416.00,3622.00,3622.00,3780.00,,,,,,1.47,21.34,265.77,69.97,
LIT 225kV N0 1 VAUPALIERE (LA)-YAINVILLE,17T000000029522F,RTE,VAUPALIERE (LA),YAINVILLE,220,599.00,746.00,746.00,847.00,,,,,,1.43,6.58,59.20,16.02,
LIT 400kV N0 1 VERGER - VILLERBON,17T000000029532C,RTE,VERGER,VILLERBON,380,2200.00,2300.00,2300.00,2400.00,,,,,,0.81,8.17,100.98,26.84,
LIT 400kV N0 2 VERGER - VILLERBON,17T000000029533A,RTE,VERGER,VILLERBON,380,2200.00,2300.00,2300.00,2400.00,,,,,,0.81,8.18,101.06,26.82,
LIT 225kV N0 1 VERTEFEUILLE-WEPPES,17T000000029539Z,RTE,VERTEFEUILLE,WEPPES,220,1273.00,1346.00,1346.00,1453.00,,,,,,0.76,5.07,36.43,12.64,
LIT 400kV N0 1 VILLARODIN - PIQUAGE A LA PRAZ-ST-ANDRE,17T-FR-00000046V,RTE,VILLARODIN,PIQUAGE A LA PRAZ-ST-ANDRE,380,2585.00,2633.00,2633.00,2715.00,,,,,,0.36,5.04,32.49,11.48,
LIT 225kV N0 1 VINCEY-VITTEL,17T000000029541B,RTE,VINCEY,VITTEL,220,881.00,964.00,964.00,1040.00,,,,,,2.12,14.10,101.88,35.26,
LIT 400kV N0 1 WARANDE-WEPPES,17T-FR-00000036Y,RTE,WARANDE,WEPPES,380,3078.00,3266.00,3266.00,3458.00,,,,,,1.63,20.84,235.30,65.57,
Bosaca - Varin,24T-V495-0000008,SEPS,Bosaca,Varin,380,,,,,,,2000.00,,,2.31,28.26,396.32,100.40,
Bosaca - Krizovany,24T-V496-000001Y,SEPS,Bosaca,Krizovany,380,,,,,,,2000.00,,,1.38,15.91,265.04,60.30,
Bystricany - Krizovany,24T-V483-000001Y,SEPS,Bystricany,Krizovany,380,,,,,,,2000.00,,,1.78,22.27,324.08,80.00,
Bystricany - P. Bystrica,24T-V275-000000D,SEPS,Bystricany,P. Bystrica,220,,,,,,,665.00,,,5.85,28.20,180.24,67.00,
Bystricany - Sucany,24T-V271-000000C,SEPS,Bystricany,Sucany,220,,,,,,,665.00,,,5.05,19.75,218.95,61.80,
Bystricany - Krizovany,24T-V484-000000R,SEPS,Bystricany,Krizovany,380,,,,,,,2000.00,,,1.87,22.27,324.08,80.00,
Cierny Vah - L. Mara,24T-V045-000000S,SEPS,Cierny Vah,L. Mara,380,,,,,,,1200.00,,,1.04,10.85,145.86,37.30,
Gabcikovo - P. Biskupice,24T-V429-0000005,SEPS,Gabcikovo,P. Biskupice,380,,,,,,,2280.00,,,0.97,12.19,173.70,43.00,
H. Zdana - Sucany,24T-V493-000000Q,SEPS,H. Zdana,Sucany,380,,,,,,,2000.00,,,1.53,19.49,275.64,69.00,
J. Bohunice - Bosaca,24T-V043-0000009,SEPS,J. Bohunice,Bosaca,380,,,,,,,1200.00,,,0.94,11.51,165.72,41.00,
J. Bohunice - Krizovany,24T-V044-0000000,SEPS,J. Bohunice,Krizovany,380,,,,,,,1200.00,,,0.46,5.41,83.43,41.00,
Kosice - Moldava,24T-V489-000000J,SEPS,Kosice,Moldava,380,,,,,,,2355.00,,,0.27,3.33,48.41,11.90,
Kosice - Lemesany,24T-V488-000000S,SEPS,Kosice,Lemesany,380,,,,,,,2000.00,,,0.68,7.95,121.90,29.90,
Krizovany - P. Biskupice,24T-V439-000000W,SEPS,Krizovany,P. Biskupice,380,,,,,,,2010.00,,,1.26,13.91,172.15,45.80,
Krizovany - Senica,24T-V283-000000L,SEPS,Krizovany,Senica,220,,,,,,,785.00,,,3.32,21.31,138.03,51.10,
L. Mara - S. Nova Ves,24T-V407-0000006,SEPS,L. Mara,S. Nova Ves,380,,,,,,,1500.00,,,2.54,25.76,327.99,85.70,
L. Mara - Varin,24T-V406-000000F,SEPS,L. Mara,Varin,380,,,,;,,,2000.00,,,1.67,18.47,251.28,63.60,
L. Mara - Medzibrod,24T-V461-0000000,SEPS,L. Mara,Medzibrod,380,,,,,,,2000.00,,,1.22,15.13,211.35,53.20,
Lemesany - Sucany,24T-V273-000000V,SEPS,Lemesany,Sucany,220,,,,,,,665.00,,,15.39,78.86,465.28,181.20,
Lemesany - Vojany,24T-V071-000000Y,SEPS,Lemesany,Vojany,220,,,,,,,815.00,,,4.98,32.97,221.49,83.00,
Lemesany - Moldava,24T-V487-0000000,SEPS,Lemesany,Moldava,380,,,,,,,2000.00,,,0.83,9.71,148.76,41.60,
Lemesany - S. Nova Ves,24T-V408-000000Y,SEPS,Lemesany,S. Nova Ves,380,,,,,,,1995.00,,,1.72,17.66,222.23,58.30,
Lemesany - Vola,24T-V409-000000P,SEPS,Lemesany,Vola,380,,,,,,,1570.00,,,2.31,24.23,290.50,77.80,
Levice - R. Sobota,24T-V426-000000W,SEPS,LEVI,R. Sobota,380,,,,,,,2000.00,,,3.34,36.26,438.50,116.30,
Medzibrod - Sucany,24T-V494-000000H,SEPS,Medzibrod,Sucany,380,,,,,,,2000.00,,,1.41,17.59,245.84,62.00,
Moldava - R. Sobota,24T-V427-000000N,SEPS,Moldava,R. Sobota,380,,,,,,,2010.00,,,2.65,28.86,350.67,93.70,
Moldava - V. Kapusany,24T-V428-000000E,SEPS,Moldava,V. Kapusany,380,,,,,,,2000.00,,,2.58,27.95,339.12,90.30,
P. Biskuipice - Stupava,24T-V498-000000I,SEPS,P. Biskupice,Stupava,380,,,,,,,2000.00,,,1.04,12.02,191.42,45.20,
Sala - Krizovany,24T-V279-000000E,SEPS,Sala,Krizovany,220,,,,,,,785.00,,,1.82,11.49,75.02,27.55,
Siroka - Sucany,24T-V281-0000002,SEPS,Siroka,Sucany,220,,,,,,,360.00,,,2.44,15.00,105.56,37.20,
Siroka - Sucany,24T-V282-000000U,SEPS,Siroka,Sucany,220,,,,,,,360.00,,,2.44,15.00,105.56,37.20,
Sucany - Varin,24T-V405-000000O,SEPS,Sucany,Varin,380,,,,,,,2000.00,,,0.53,5.49,68.86,18.80,
V. Dur - H. Zdana,24T-V492-000000Z,SEPS,V. Dur,H. Zdana,380,,,,,,,2000.00,,,1.39,17.53,253.20,62.90,
V. Dur - Mochovce,24T-V046-000000J,SEPS,V. Dur,Mochovce,380,,,,,,,1500.00,,,0.15,1.96,27.16,7.10,
V. Dur - Levice,24T-V490-000000G,SEPS,V. Dur,Levice,380,,,,,,,2000.00,,,0.41,4.46,55.62,14.70,
V. Dur - Mochovce,24T-V047-000000A,SEPS,V. Dur,Mochovce,380,,,,,,,1500.00,,,0.16,1.99,27.56,7.20,
V. Dur - Krizovany,24T-V425-0000004,SEPS,V. Dur,Krizovany,380,,,,,,,2100.00,,,1.81,19.63,239.03,64.10,
V. Dur - Levice,24T-V491-0000007,SEPS,V. Dur,Levice,380,,,,,,,2000.00,,,0.38,4.62,71.23,17.10,
V. Dur - Gabcikovo,24T-V479-000000T,SEPS,V. Dur,Gabcikovo,380,,,,,,,2280.00,,,2.05,25.74,374.60,92.47,
Velky Dur - Mochovce,24T-V048-0000001,SEPS,Velky Dur,Mochovce,380,,,,,,,1500.00,,,0.16,2.06,28.65,6.90,
Velky Dur - Mochovce,24T-V049-000000T,SEPS,Velky Dur,Mochovce,380,,,,,,,1500.00,,,0.16,2.04,28.07,7.10,
Vola - V. Kapusany,24T-V410-000000M,SEPS,Vola,V. Kapusany,380,,,,,,,1570.00,,,1.42,15.25,191.91,50.20,
Alba Iulia - Galceag,30TAIUL220GILC-O,TEL,Alba Iulia,Galceag,220,,,,,,,600.00,,,4.10,24.40,157.00,58.00,
Alba Iulia - Mintia,30TAIUL220MINT-3,TEL,Alba Iulia,Mintia,220,800.00,890.00,978.00,,,,,,,6.40,35.80,230.00,84.00,
Alba Iulia - Sugag,30TAIUL220SUGA-T,TEL,Alba Iulia,Sugag,220,,,,,,,600.00,,,3.34,19.74,127.00,47.00,
Arad - Nadab,30TARAD400NADB-P,TEL,Arad,Nadab,380,,,,,,,1920.00,,,1.09,9.76,131.00,33.60,
Arad - Calea Aradului,30TARAD220CARA-3,TEL,Arad,Calea Aradului,220,870.00,960.00,960.00,,,,,,,3.38,20.00,128.60,48.00,
Arad - Timisoara,30TARAD220TIMI-5,TEL,Arad,Timisoara,220,870.00,960.00,960.00,,,,,,,3.80,22.60,145.00,54.00,
Arefu - Raureni,30TAREF220RIUR-5,TEL,Arefu,Raureni,220,870.00,960.00,960.00,,,,,,,3.30,19.80,127.00,81.00,
Bacau Sud - Gutinas,30TBACS400GUTI-C,TEL,Bacau Sud,Gutinas,380,1740.00,1920.00,1920.00,,,,,,,2.00,18.52,184.00,55.00,
Bacau Sud - Roman Nord,30TBACS400ROMN-Q,TEL,Bacau Sud,Roman Nord,380,1740.00,1920.00,1920.00,,,,,,,2.06,19.44,193.00,58.00,
Baia Mare 3 - Iernut,30TBAMA220IERN-Y,TEL,Baia Mare 3,Iernut,220,870.00,970.00,1062.00,,,,,,,10.80,63.80,410.00,152.00,
Baia Mare 3 - Rosiori c1,30TBAMA220ROSI1B,TEL,Baia Mare 3,Rosiori,220,870.00,960.00,960.00,,,,,,,2.35,13.91,89.42,33.00,
Baia Mare 3 - Rosiori c2,30TBAMA220ROSI29,TEL,Baia Mare 3,Rosiori,220,870.00,960.00,960.00,,,,,,,2.35,13.91,89.42,33.00,
Baia Mare 3 - Tihau,30TBAMA220TIHA-R,TEL,Baia Mare 3,Tihau,220,870.00,960.00,960.00,,,,,,,4.10,24.20,155.00,57.00,
Barbosi - Filesti,30TBARB220FILE-I,TEL,Barbosi,Filesti,220,800.00,890.00,978.00,,,,,,,0.50,2.80,18.00,7.00,
Baru Mare - Hasdat,30TBARU220HASD-G,TEL,Baru Mare,Hasdat,220,870.00,970.00,1062.00,,,,,,,2.94,17.42,112.00,44.00,
Bradu - Brasov,30TBRAD400BRAS-Y,TEL,Bradu,Brasov,380,1740.00,1920.00,1920.00,,,,,,,5.40,50.60,500.00,151.00,
Bradu - Tantareni,30TBRAD400TINT-R,TEL,Bradu,Tantareni,380,1740.00,1920.00,1920.00,,,,,,,7.00,66.50,661.00,199.00,
Bradu - Arefu,30TAREF220BRAD-U,TEL,Bradu,Arefu,220,870.00,960.00,960.00,,,,,,,5.30,31.20,200.00,74.00,
Bradu - Pitesti Sud,30TBRAD220PITS-W,TEL,Bradu,Pitesti Sud,220,870.00,970.00,1062.00,,,,,,,0.45,2.70,17.00,6.00,
Bradu - Targoviste A,30TBRAD220TIRG1B,TEL,Bradu,Targoviste A,220,870.00,970.00,1062.00,,,,,,,3.80,22.50,144.00,54.00,
Bradu - Targoviste B,30TBRAD220TIRG29,TEL,Bradu,Targoviste B,220,870.00,970.00,1062.00,,,,,,,3.80,22.50,144.00,54.00,
Brasov - Darste,30TBRAS400DIRS-Y,TEL,Brasov,Darste,380,1740.00,1920.00,1920.00,,,,,,,0.46,4.39,44.00,13.00,
Brasov - Sibiu Sud,30TBRAS400SIBI-1,TEL,Brasov,Sibiu Sud,380,1740.00,1920.00,1920.00,,,,,,,4.50,42.30,421.00,126.00,
Brazi Vest - Darste,30TBRAZ400DIRS-1,TEL,Brazi Vest,Darste,380,1740.00,1920.00,1920.00,,,,,,,4.05,38.24,380.00,114.00,
Brazi Vest - Fundeni c1,30TBRAZ220FUND1P,TEL,Brazi Vest,Fundeni,220,870.00,970.00,1062.00,,,,,,,4.77,28.27,182.00,67.00,
Brazi Vest - Fundeni c2,30TBRAZ220FUND2N,TEL,Brazi Vest,Fundeni,220,870.00,970.00,1062.00,,,,,,,4.77,28.27,182.00,67.00,
